sk_local,uf,municipio,br,km,regional,delegacia,uop
70,RJ,ANGRA DOS REIS,101,0.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
71,BA,ITATIM,116,0.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
72,PE,SERRA TALHADA,232,411.0,SPRF-PE,DEL04-PE,UOP01-DEL04-PE
73,MT,PRIMAVERA DO LESTE,70,278.0,SPRF-MT,DEL05-MT,UOP01-DEL05-MT
74,SC,MONTE CASTELO,116,84.0,SPRF-SC,DEL06-SC,UOP02-DEL06-SC
75,MG,CORONEL FABRICIANO,381,0.0,SPRF-MG,DEL03-MG,UOP01-DEL03-MG
76,ES,SAO MATEUS,101,0.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
77,SC,TROMBUDO CENTRAL,470,162.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
78,PR,PONTA GROSSA,373,183.0,SPRF-PR,DEL03-PR,UOP01-DEL03-PR
79,MA,SANTO AMARO DO MARANHAO,402,137.0,SPRF-MA,DEL01-MA,UOP01-DEL01-MA
80,MS,PARANAIBA,158,0.0,SPRF-MS,DEL08-MS,UOP01-DEL08-MS
81,GO,ANAPOLIS,414,0.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
82,PR,MEDIANEIRA,277,0.0,SPRF-PR,DEL05-PR,UOP02-DEL05-PR
83,MT,RONDONOPOLIS,163,0.0,SPRF-MT,DEL02-MT,UOP03-DEL02-MT
84,BA,IBOTIRAMA,242,601.0,SPRF-BA,DEL06-BA,UOP03-DEL06-BA
85,MG,SANTA LUZIA,381,432.0,SPRF-MG,DEL01-MG,UOP01-DEL01-MG
86,MG,ITABIRITO,40,587.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
87,BA,BARREIRAS,242,0.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
88,DF,BRASILIA,60,0.0,SPRF-DF,DEL03-DF,UOP01-DEL03-DF
89,MT,TERRA NOVA DO NORTE,163,1026.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
90,AL,MINADOR DO NEGRAO,316,130.0,SPRF-AL,DEL03-AL,UOP01-DEL03-AL
91,ES,CONCEICAO DO CASTELO,262,0.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
92,GO,RIO VERDE,60,378.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
93,GO,MORRINHOS,153,0.0,SPRF-GO,DEL03-GO,UOP01-DEL03-GO
94,RR,RORAINOPOLIS,174,230.0,SPRF-RR,DEL01-RR,UOP02-DEL01-RR
95,RJ,PARATY,101,542.0,SPRF-RJ,DEL03-RJ,UOP04-DEL03-RJ
96,PE,GOIANA,101,0.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
97,MS,NOVA ALVORADA DO SUL,163,0.0,SPRF-MS,DEL02-MS,UOP01-DEL02-MS
98,PI,ALEGRETE DO PIAUI,316,392.0,SPRF-PI,DEL04-PI,UOP03-DEL04-PI
99,CE,CANINDE,20,0.0,SPRF-CE,DEL02-CE,UOP01-DEL02-CE
100,SP,SAO JOSE DOS CAMPOS,116,0.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
101,SC,CAMPOS NOVOS,282,324.0,SPRF-SC,DEL07-SC,UOP06-DEL07-SC
102,RJ,TANGUA,101,276.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
103,MG,SAO GONCALO DO RIO ABAIXO,381,0.0,SPRF-MG,DEL01-MG,UOP01-DEL01-MG
104,MG,SAO DOMINGOS DO PRATA,262,0.0,SPRF-MG,DEL03-MG,UOP03-DEL03-MG
105,TO,PORTO NACIONAL,10,0.0,SPRF-TO,DEL01-TO,UOP03-DEL01-TO
106,BA,SERRINHA,116,0.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
107,MA,BACABAL,316,367.0,SPRF-MA,DEL03-MA,UOP01-DEL03-MA
108,MG,SAO GONCALO DO RIO ABAIXO,381,358.0,SPRF-MG,DEL03-MG,UOP01-DEL03-MG
109,PE,ABREU E LIMA,101,48.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
110,RO,VILHENA,364,39.0,SPRF-RO,DEL04-RO,UOP01-DEL04-RO
111,SE,ITAPORANGA DAJUDA,101,124.0,SPRF-SE,DEL02-SE,UOP01-DEL02-SE
112,PR,FOZ DO IGUACU,469,12.0,SPRF-PR,DEL05-PR,UOP04-DEL05-PR
113,PR,PONTA GROSSA,376,492.0,SPRF-PR,DEL03-PR,UOP04-DEL03-PR
114,MS,SAO GABRIEL DO OESTE,163,626.0,SPRF-MS,DEL06-MS,UOP02-DEL06-MS
115,MA,BACABAL,316,0.0,SPRF-MA,DEL03-MA,UOP01-DEL03-MA
116,PA,BENEVIDES,316,27.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
117,BA,JEQUIE,116,0.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
118,PE,SERRA TALHADA,232,387.0,SPRF-PE,DEL04-PE,UOP01-DEL04-PE
119,MG,BETIM,381,0.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
120,PR,CURITIBA,116,0.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
121,PR,CEU AZUL,277,0.0,SPRF-PR,DEL05-PR,UOP02-DEL05-PR
122,RJ,SAO GONCALO,101,306.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
123,RN,PARNAMIRIM,101,0.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
124,MG,JUATUBA,262,0.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
125,SP,CAMPOS NOVOS PAULISTA,153,0.0,SPRF-SP,DEL07-SP,UOP03-DEL07-SP
126,SC,JOINVILLE,101,45.0,SPRF-SC,DEL03-SC,UOP01-DEL03-SC
127,AL,SAO SEBASTIAO,101,0.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
128,MT,CAMPO VERDE,70,380.0,SPRF-MT,DEL05-MT,UOP02-DEL05-MT
129,MT,PEDRA PRETA,364,169.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
130,BA,FEIRA DE SANTANA,324,527.0,SPRF-BA,DEL11-BA,UOP02-DEL11-BA
131,PR,ARAUCARIA,476,150.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
132,RS,CAMAQUA,116,400.0,SPRF-RS,DEL02-RS,UOP02-DEL02-RS
133,RS,ERECHIM,153,0.0,SPRF-RS,DEL08-RS,UOP04-DEL08-RS
134,BA,PORTO SEGURO,367,22.0,SPRF-BA,DEL09-BA,UOP03-DEL09-BA
135,GO,VALPARAISO DE GOIAS,40,4.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
136,MG,NOVA UNIAO,381,0.0,SPRF-MG,DEL01-MG,UOP01-DEL01-MG
137,MS,COXIM,163,742.0,SPRF-MS,DEL06-MS,UOP01-DEL06-MS
138,TO,PRESIDENTE KENNEDY,153,290.0,SPRF-TO,DEL02-TO,UOP02-DEL02-TO
139,MG,RIBEIRAO DAS NEVES,40,0.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
140,PR,NOVA LARANJEIRAS,277,0.0,SPRF-PR,DEL04-PR,UOP02-DEL04-PR
141,SP,GUARATINGUETA,116,0.0,SPRF-SP,DEL08-SP,UOP01-DEL08-SP
142,PA,RONDON DO PARA,222,118.0,SPRF-PA,DEL02-PA,UOP02-DEL02-PA
143,PI,DOM EXPEDITO LOPES,316,279.0,SPRF-PI,DEL04-PI,UOP01-DEL04-PI
144,RS,VERANOPOLIS,470,179.0,SPRF-RS,DEL06-RS,UOP02-DEL06-RS
145,PE,RECIFE,232,0.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
146,RN,SENADOR ELOI DE SOUZA,226,0.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
147,RJ,CASIMIRO DE ABREU,101,0.0,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ
148,GO,FORMOSA,20,0.0,SPRF-DF,DEL02-DF,UOP02-DEL02-DF
149,GO,FORMOSA,20,5.0,SPRF-DF,DEL02-DF,UOP02-DEL02-DF
150,RS,PASSO FUNDO,285,0.0,SPRF-RS,DEL08-RS,UOP03-DEL08-RS
151,PR,CAMPINA GRANDE DO SUL,116,28.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
152,PR,PARANAGUA,277,5.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
153,RS,SARANDI,386,0.0,SPRF-RS,DEL08-RS,UOP01-DEL08-RS
154,BA,EUNAPOLIS,101,0.0,SPRF-BA,DEL09-BA,UOP01-DEL09-BA
155,SC,SAO BENTO DO SUL,280,123.0,SPRF-SC,DEL06-SC,UOP03-DEL06-SC
156,SP,CAJATI,116,500.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
157,ES,IBATIBA,262,174.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
158,ES,ATILIO VIVACQUA,101,424.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES
159,ES,RIO NOVO DO SUL,101,0.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES
160,MT,GENERAL CARNEIRO,70,183.0,SPRF-MT,DEL05-MT,UOP01-DEL05-MT
161,SE,NOSSA SENHORA DO SOCORRO,101,0.0,SPRF-SE,DEL01-SE,UOP01-DEL01-SE
162,GO,CRISTALINA,40,69.0,SPRF-DF,DEL01-DF,UOP02-DEL01-DF
163,PR,ORTIGUEIRA,376,0.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
164,CE,CAUCAIA,222,0.0,SPRF-CE,DEL01-CE,UOP03-DEL01-CE
165,RJ,CAMPOS DOS GOYTACAZES,101,27.0,SPRF-RJ,DEL08-RJ,UOP01-DEL08-RJ
166,RJ,ANGRA DOS REIS,101,487.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
167,PI,PARNAIBA,343,0.0,SPRF-PI,DEL05-PI,UOP01-DEL05-PI
168,MG,REDUTO,262,0.0,SPRF-MG,DEL06-MG,UOP03-DEL06-MG
169,TO,COLINAS DO TOCANTINS,153,230.0,SPRF-TO,DEL02-TO,UOP01-DEL02-TO
170,PR,CAMPO MOURAO,272,0.0,SPRF-PR,DEL09-PR,UOP03-DEL09-PR
171,SC,IRANI,153,80.0,SPRF-SC,DEL07-SC,UOP04-DEL07-SC
172,GO,CORUMBA DE GOIAS,414,388.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
173,MG,ARAGUARI,50,17.0,SPRF-MG,DEL15-MG,UOP02-DEL15-MG
174,MG,CENTRALINA,153,27.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
175,MG,LEOPOLDINA,116,0.0,SPRF-MG,DEL07-MG,UOP01-DEL07-MG
176,SP,MIRACATU,116,398.0,SPRF-SP,DEL04-SP,UOP02-DEL04-SP
177,MG,POUSO ALTO,354,0.0,SPRF-MG,DEL17-MG,UOP01-DEL17-MG
178,RO,CANDEIAS DO JAMARI,364,649.0,SPRF-RO,DEL01-RO,UOP04-DEL01-RO
179,MG,SAO GONCALO DO RIO ABAIXO,381,356.0,SPRF-MG,DEL03-MG,UOP01-DEL03-MG
180,PI,MONSENHOR GIL,316,0.0,SPRF-PI,DEL01-PI,UOP02-DEL01-PI
181,MG,PARACATU,40,34.0,SPRF-MG,DEL14-MG,UOP01-DEL14-MG
182,MG,CANAPOLIS,153,43.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
183,MT,VARZEA GRANDE,364,456.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
184,SP,BARRA DO TURVO,116,560.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
185,GO,SAO LUIZ DO NORTE,153,0.0,SPRF-GO,DEL07-GO,UOP02-DEL07-GO
186,MG,ITAGUARA,381,561.0,SPRF-MG,DEL04-MG,UOP03-DEL04-MG
187,SP,CAJATI,116,513.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
188,BA,SALVADOR,324,623.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
189,RJ,CARAPEBUS,101,142.0,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ
190,RJ,RIO BONITO,101,0.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
191,MT,SANTO ANTONIO DO LEVERGER,364,338.0,SPRF-MT,DEL05-MT,UOP02-DEL05-MT
192,GO,PORANGATU,153,26.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
193,RN,NATAL,101,0.0,SPRF-RN,DEL02-RN,UOP01-DEL02-RN
194,MG,RESSAQUINHA,40,0.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
195,SC,TIJUCAS,101,163.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
196,PR,CASCAVEL,277,0.0,SPRF-PR,DEL04-PR,UOP01-DEL04-PR
197,SC,ARAQUARI,280,0.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
198,MT,PEDRA PRETA,364,116.0,SPRF-MT,DEL02-MT,UOP02-DEL02-MT
199,PE,CACHOEIRINHA,423,0.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
200,PR,LAPA,476,210.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
201,SP,EMBU DAS ARTES,116,283.0,SPRF-SP,DEL04-SP,UOP01-DEL04-SP
202,PR,VENTANIA,153,177.0,SPRF-PR,DEL03-PR,UOP02-DEL03-PR
203,ES,ANCHIETA,101,0.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
204,RS,SAO JOSE DO HERVAL,386,0.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
205,PR,JACAREZINHO,153,0.0,SPRF-PR,DEL07-PR,UOP04-DEL07-PR
206,PA,DOM ELISEU,222,0.0,SPRF-PA,DEL02-PA,UOP02-DEL02-PA
207,TO,PALMEIRAS DO TOCANTINS,226,21.0,SPRF-TO,DEL02-TO,UOP03-DEL02-TO
208,PR,MARINGA,376,0.0,SPRF-PR,DEL09-PR,UOP01-DEL09-PR
209,PR,UBIRATA,369,438.0,SPRF-PR,DEL04-PR,UOP03-DEL04-PR
210,PR,PALMEIRA,277,0.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
211,MT,VARZEA GRANDE,70,519.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
212,ES,SOORETAMA,101,0.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
213,BA,QUIJINGUE,116,242.0,SPRF-BA,DEL07-BA,UOP03-DEL07-BA
214,GO,ANAPOLIS,60,0.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
215,BA,CATOLANDIA,242,758.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
216,GO,CRISTALINA,40,156.0,SPRF-DF,DEL01-DF,UOP02-DEL01-DF
217,MS,MUNDO NOVO,163,0.0,SPRF-MS,DEL09-MS,UOP02-DEL09-MS
218,SE,CRISTINAPOLIS,101,195.0,SPRF-SE,DEL02-SE,UOP03-DEL02-SE
219,SC,SANTA CECILIA,116,0.0,SPRF-SC,DEL06-SC,UOP02-DEL06-SC
220,SC,BIGUACU,101,195.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
221,MT,PEDRA PRETA,364,139.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
222,BA,ESPLANADA,101,24.0,SPRF-SE,DEL02-SE,UOP03-DEL02-SE
223,MG,MATIAS BARBOSA,40,0.0,SPRF-MG,DEL05-MG,UOP01-DEL05-MG
224,ES,LINHARES,101,0.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
225,SE,ITAPORANGA DAJUDA,101,130.0,SPRF-SE,DEL02-SE,UOP01-DEL02-SE
226,SP,BARRA DO TURVO,116,550.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
227,MT,JACIARA,364,291.0,SPRF-MT,DEL05-MT,UOP02-DEL05-MT
228,MA,VITORIA DO MEARIM,222,313.0,SPRF-MA,DEL02-MA,UOP01-DEL02-MA
229,RS,GARIBALDI,470,226.0,SPRF-RS,DEL06-RS,UOP01-DEL06-RS
230,RS,CACEQUI,158,392.0,SPRF-RS,DEL11-RS,UOP02-DEL11-RS
231,RJ,MAGE,116,118.0,SPRF-RJ,DEL04-RJ,UOP02-DEL04-RJ
232,RO,JARU,364,437.0,SPRF-RO,DEL03-RO,UOP02-DEL03-RO
233,SC,TIJUCAS,101,165.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
234,RS,MUITOS CAPOES,285,0.0,SPRF-RS,DEL05-RS,UOP03-DEL05-RS
235,PR,CALIFORNIA,376,261.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
236,RJ,SAPUCAIA,393,0.0,SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ
237,PR,CURITIBA,476,0.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
238,BA,FEIRA DE SANTANA,324,0.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
239,RJ,NOVA IGUACU,116,181.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
240,RJ,PETROPOLIS,40,85.0,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
241,ES,CARIACICA,101,0.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES
242,PE,BELEM DE SAO FRANCISCO,316,246.0,SPRF-PE,DEL05-PE,UOP03-DEL05-PE
243,MA,TIMON,316,616.0,SPRF-MA,DEL03-MA,UOP02-DEL03-MA
244,BA,ITAGIMIRIM,101,0.0,SPRF-BA,DEL09-BA,UOP03-DEL09-BA
245,MG,BETIM,381,519.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
246,SC,RODEIO,470,0.0,SPRF-SC,DEL04-SC,UOP01-DEL04-SC
247,BA,POCOES,116,759.0,SPRF-BA,DEL08-BA,UOP02-DEL08-BA
248,PE,PAUDALHO,408,0.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
249,BA,JEQUIE,116,673.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
250,BA,MUCURI,101,943.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
251,MG,BARBACENA,40,0.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
252,PE,RECIFE,101,0.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
253,AC,RIO BRANCO,364,123.0,SPRF-AC,DEL01-AC,UOP01-DEL01-AC
254,MG,UBERABA,50,186.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
255,GO,SAO LUIZ DO NORTE,153,257.0,SPRF-GO,DEL07-GO,UOP02-DEL07-GO
256,BA,ENTRE RIOS,101,68.0,SPRF-BA,DEL01-BA,UOP04-DEL01-BA
257,MG,BETIM,381,496.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
258,SP,SAO JOSE DOS CAMPOS,116,155.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
259,SC,BALNEARIO CAMBORIU,101,137.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
260,MS,RIBAS DO RIO PARDO,262,0.0,SPRF-MS,DEL01-MS,UOP05-DEL01-MS
261,RJ,SAO JOAO DE MERITI,116,174.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
262,BA,BOA NOVA,116,0.0,SPRF-BA,DEL08-BA,UOP02-DEL08-BA
263,RS,SAO JOSE DO HERVAL,386,281.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
264,AL,SATUBA,316,0.0,SPRF-AL,DEL02-AL,UOP01-DEL02-AL
265,MG,NOVA UNIAO,381,402.0,SPRF-MG,DEL01-MG,UOP01-DEL01-MG
266,SC,TIJUCAS,101,162.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
267,MT,CUIABA,364,360.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
268,RO,CACOAL,364,0.0,SPRF-RO,DEL02-RO,UOP02-DEL02-RO
269,BA,TEODORO SAMPAIO,101,133.0,SPRF-BA,DEL01-BA,UOP04-DEL01-BA
270,MG,CARMO DA CACHOEIRA,381,735.0,SPRF-MG,DEL16-MG,UOP02-DEL16-MG
271,SP,SANTA ISABEL,116,186.0,SPRF-SP,DEL01-SP,UOP01-DEL01-SP
272,PR,GUARATUBA,376,676.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
273,PR,PONTA GROSSA,376,0.0,SPRF-PR,DEL03-PR,UOP04-DEL03-PR
274,RJ,PARAIBA DO SUL,393,189.0,SPRF-RJ,DEL05-RJ,UOP03-DEL05-RJ
275,BA,JEQUIE,116,689.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
276,MG,UBERLANDIA,50,93.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
277,MG,SETE LAGOAS,40,0.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
278,BA,BARREIRAS,242,810.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
279,ES,ARACRUZ,101,169.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
280,BA,AURELINO LEAL,101,446.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
281,MG,FRUTAL,153,0.0,SPRF-MG,DEL13-MG,UOP02-DEL13-MG
282,MA,BARAO DE GRAJAU,230,49.0,SPRF-PI,DEL03-PI,UOP01-DEL03-PI
283,GO,POSSE,20,219.0,SPRF-DF,DEL02-DF,UOP03-DEL02-DF
284,SC,CATANDUVAS,282,0.0,SPRF-SC,DEL07-SC,UOP05-DEL07-SC
285,BA,CARAVELAS,101,873.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
286,MT,RONDONOPOLIS,163,118.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
287,SP,BARRA DO TURVO,116,551.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
288,GO,VALPARAISO DE GOIAS,40,0.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
289,PE,OURICURI,316,94.0,SPRF-PE,DEL05-PE,UOP02-DEL05-PE
290,PR,PARANAGUA,277,0.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
291,PA,NOVO PROGRESSO,163,28.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
292,PR,CURITIBA,116,113.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
293,SC,ILHOTA,470,0.0,SPRF-SC,DEL04-SC,UOP04-DEL04-SC
294,PR,PONTA GROSSA,373,0.0,SPRF-PR,DEL03-PR,UOP01-DEL03-PR
295,ES,COLATINA,259,36.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
296,SC,BLUMENAU,470,0.0,SPRF-SC,DEL04-SC,UOP01-DEL04-SC
297,BA,ALAGOINHAS,101,118.0,SPRF-BA,DEL01-BA,UOP04-DEL01-BA
298,SP,ATIBAIA,381,0.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
299,GO,PIRACANJUBA,153,546.0,SPRF-GO,DEL01-GO,UOP03-DEL01-GO
300,SC,PENHA,101,110.0,SPRF-SC,DEL03-SC,UOP02-DEL03-SC
301,PE,ITAPISSUMA,101,0.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
302,RS,SAO LOURENCO DO SUL,116,0.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
303,GO,TEREZOPOLIS DE GOIAS,153,118.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
304,PR,MARINGA,376,170.0,SPRF-PR,DEL09-PR,UOP01-DEL09-PR
305,RO,ALTO PARAISO,364,0.0,SPRF-RO,DEL03-RO,UOP01-DEL03-RO
306,CE,BREJO SANTO,116,502.0,SPRF-CE,DEL05-CE,UOP03-DEL05-CE
307,SC,NOVA ITABERABA,282,0.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
308,RS,ELDORADO DO SUL,116,300.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
309,MT,PEDRA PRETA,364,138.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
310,RN,CAMPO REDONDO,226,0.0,SPRF-RN,DEL03-RN,UOP02-DEL03-RN
311,RS,URUGUAIANA,290,682.0,SPRF-RS,DEL13-RS,UOP01-DEL13-RS
312,PR,APUCARANA,376,0.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
313,PE,RIBEIRAO,101,0.0,SPRF-PE,DEL01-PE,UOP03-DEL01-PE
314,MT,GENERAL CARNEIRO,70,123.0,SPRF-MT,DEL07-MT,UOP01-DEL07-MT
315,PE,GOIANA,101,13.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
316,PR,MARINGA,376,167.0,SPRF-PR,DEL09-PR,UOP01-DEL09-PR
317,GO,GOIANIA,60,38.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
318,MA,GRAJAU,226,441.0,SPRF-MA,DEL04-MA,UOP02-DEL04-MA
319,PR,GUARATUBA,376,0.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
320,MG,FRUTAL,364,22.0,SPRF-MG,DEL13-MG,UOP02-DEL13-MG
321,BA,FEIRA DE SANTANA,101,166.0,SPRF-BA,DEL11-BA,UOP02-DEL11-BA
322,ES,SAO MATEUS,101,65.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
323,SE,NOSSA SENHORA DO SOCORRO,101,93.0,SPRF-SE,DEL01-SE,UOP01-DEL01-SE
324,BA,ITABELA,101,0.0,SPRF-BA,DEL09-BA,UOP01-DEL09-BA
325,SP,EMBU DAS ARTES,116,282.0,SPRF-SP,DEL04-SP,UOP01-DEL04-SP
326,CE,SOBRAL,222,0.0,SPRF-CE,DEL04-CE,UOP01-DEL04-CE
327,RS,PORTO ALEGRE,290,87.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
328,BA,WENCESLAU GUIMARAES,101,356.0,SPRF-BA,DEL05-BA,UOP03-DEL05-BA
329,BA,JEQUIE,116,672.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
330,MG,BURITIZEIRO,365,169.0,SPRF-MG,DEL10-MG,UOP02-DEL010-MG
331,SP,BARRA DO TURVO,116,503.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
332,SC,APIUNA,470,0.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
333,RS,SAO BORJA,285,671.0,SPRF-RS,DEL12-RS,UOP01-DEL12-RS
334,SP,SANTA ISABEL,116,187.0,SPRF-SP,DEL01-SP,UOP01-DEL01-SP
335,SC,BLUMENAU,470,54.0,SPRF-SC,DEL04-SC,UOP01-DEL04-SC
336,PI,SAO JOAO DA VARJOTA,230,0.0,SPRF-PI,DEL04-PI,UOP01-DEL04-PI
337,PR,TIJUCAS DO SUL,376,673.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
338,RJ,BARRA DO PIRAI,393,274.0,SPRF-RJ,DEL05-RJ,UOP04-DEL05-RJ
339,SC,ITAJAI,101,0.0,SPRF-SC,DEL04-SC,UOP04-DEL04-SC
340,SC,MARACAJA,101,397.0,SPRF-SC,DEL02-SC,UOP02-DEL02-SC
341,MG,UBERLANDIA,50,74.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
342,RS,SANTA CRUZ DO SUL,471,155.0,SPRF-RS,DEL02-RS,UOP03-DEL02-RS
343,SP,NOVA GRANADA,153,0.0,SPRF-SP,DEL09-SP,UOP01-DEL09-SP
344,BA,TUCANO,116,260.0,SPRF-BA,DEL07-BA,UOP02-DEL07-BA
345,MA,SAO RAIMUNDO DAS MANGABEIRAS,230,329.0,SPRF-MA,DEL05-MA,UOP01-DEL05-MA
346,TO,ARAGUAINA,153,154.0,SPRF-TO,DEL02-TO,UOP01-DEL02-TO
347,AC,XAPURI,317,224.0,SPRF-AC,DEL01-AC,UOP02-DEL01-AC
