sk_local,uf,municipio,br,km,regional,delegacia,uop
9674,RS,ALEGRETE,290,585.0,SPRF-RS,DEL13-RS,UOP02-DEL13-RS
9675,SC,PARAISO,282,0.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
9676,MS,CAMPO GRANDE,262,358.0,SPRF-MS,DEL01-MS,UOP03-DEL01-MS
9677,RJ,TERESOPOLIS,116,74.0,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ
9678,GO,BOM JESUS DE GOIAS,452,145.0,SPRF-GO,DEL03-GO,UOP02-DEL03-GO
9679,ES,SERRA,101,240.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
9680,PR,CAMBIRA,376,0.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
9681,RS,SANTA MARIA,287,248.0,SPRF-RS,DEL09-RS,UOP01-DEL09-RS
9682,PA,MARABA,155,299.0,SPRF-PA,DEL03-PA,UOP01-DEL03-PA
9683,RJ,PETROPOLIS,40,53.0,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
9684,MG,TARUMIRIM,116,0.0,SPRF-MG,DEL06-MG,UOP02-DEL06-MG
9685,MS,TERENOS,262,369.0,SPRF-MS,DEL01-MS,UOP03-DEL01-MS
9686,GO,CRISTALINA,251,29.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
9687,RN,CANGUARETAMA,101,0.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
9688,RJ,CAMPOS DOS GOYTACAZES,356,146.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9689,MG,BARBACENA,40,706.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
9690,SC,LAGES,116,238.0,SPRF-SC,DEL05-SC,UOP01-DEL05-SC
9691,RJ,RIO DE JANEIRO,116,183.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
9692,SC,PONTE SERRADA,282,462.0,SPRF-SC,DEL07-SC,UOP04-DEL07-SC
9693,SC,ALFREDO WAGNER,282,89.0,SPRF-SC,DEL01-SC,UOP03-DEL01-SC
9694,MS,NOVA ANDRADINA,267,169.0,SPRF-MS,DEL02-MS,UOP03-DEL02-MS
9695,PB,MAMANGUAPE,101,42.0,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
9696,PR,CAMPO LARGO,277,129.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
9697,PR,BOCAIUVA DO SUL,476,100.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
9698,RJ,PORTO REAL,116,297.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
9699,CE,SOBRAL,222,227.0,SPRF-CE,DEL04-CE,UOP01-DEL04-CE
9700,RS,CAPAO DO LEAO,116,548.0,SPRF-RS,DEL07-RS,UOP03-DEL07-RS
9701,BA,CAMACAN,101,590.0,SPRF-BA,DEL05-BA,UOP02-DEL05-BA
9702,PE,IGARASSU,101,41.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
9703,GO,GOIANAPOLIS,60,105.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
9704,MG,SANTA VITORIA,365,860.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
9705,BA,SANTA TERESINHA,116,496.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
9706,PE,PARANATAMA,423,0.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
9707,CE,CANINDE,20,308.0,SPRF-CE,DEL02-CE,UOP01-DEL02-CE
9708,SC,BALNEARIO CAMBORIU,101,130.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
9709,PR,CURITIBA,376,606.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9710,ES,IBATIBA,262,177.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
9711,MG,TRES CORACOES,381,758.0,SPRF-MG,DEL16-MG,UOP02-DEL16-MG
9712,GO,BARRO ALTO,80,139.0,SPRF-GO,DEL07-GO,UOP02-DEL07-GO
9713,BA,ANTONIO CARDOSO,116,452.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
9714,BA,FEIRA DE SANTANA,324,532.0,SPRF-BA,DEL11-BA,UOP02-DEL11-BA
9715,PE,SANHARO,232,197.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
9716,GO,ANAPOLIS,153,415.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
9717,RN,SAO GONCALO DO AMARANTE,101,80.0,SPRF-RN,DEL02-RN,UOP01-DEL02-RN
9718,PR,MARILANDIA DO SUL,376,271.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
9719,BA,CASA NOVA,235,0.0,SPRF-BA,DEL04-BA,UOP01-DEL04-BA
9720,PE,PETROLINA,428,176.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
9721,MG,PATROCINIO,365,413.0,SPRF-MG,DEL10-MG,UOP01-DEL10-MG
9722,BA,VITORIA DA CONQUISTA,116,842.0,SPRF-BA,DEL08-BA,UOP01-DEL08-BA
9723,RJ,AREAL,40,38.0,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
9724,SC,CAPAO ALTO,116,259.0,SPRF-SC,DEL05-SC,UOP02-DEL05-SC
9725,PR,GUARANIACU,277,520.0,SPRF-PR,DEL04-PR,UOP04-DEL04-PR
9726,SC,SOMBRIO,101,428.0,SPRF-SC,DEL02-SC,UOP02-DEL02-SC
9727,PR,SAO JOSE DOS PINHAIS,277,63.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
9728,MG,MONTE ALEGRE DE MINAS,365,678.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
9729,MT,SINOP,163,845.0,SPRF-MT,DEL06-MT,UOP02-DEL06-MT
9730,RS,SANTA MARIA,287,0.0,SPRF-RS,DEL09-RS,UOP01-DEL09-RS
9731,ES,IRUPI,262,173.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
9732,MG,GOVERNADOR VALADARES,116,401.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
9733,SC,CORUPA,280,96.0,SPRF-SC,DEL06-SC,UOP03-DEL06-SC
9734,SP,SANTA ISABEL,116,192.0,SPRF-SP,DEL01-SP,UOP01-DEL01-SP
9735,PR,PARANAVAI,376,97.0,SPRF-PR,DEL09-PR,UOP02-DEL09-PR
9736,SP,PIQUETE,459,2.0,SPRF-SP,DEL08-SP,UOP02-DEL08-SP
9737,RS,TIO HUGO,386,0.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
9738,PB,JUAZEIRINHO,230,234.0,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
9739,MS,PARANAIBA,158,92.0,SPRF-MS,DEL08-MS,UOP01-DEL08-MS
9740,RJ,ITABORAI,101,279.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
9741,ES,JOAO NEIVA,259,21.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
9742,ES,VIANA,262,28.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES
9743,RN,ANGICOS,304,182.0,SPRF-RN,DEL01-RN,UOP03-DEL01-RN
9744,MG,OLIVEIRA,381,616.0,SPRF-MG,DEL04-MG,UOP01-DEL04-MG
9745,SC,LONTRAS,470,125.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
9746,SP,MAIRIPORA,381,62.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
9747,SC,CORREIA PINTO,116,222.0,SPRF-SC,DEL05-SC,UOP03-DEL05-SC
9748,RS,MONTENEGRO,386,425.0,SPRF-RS,DEL04-RS,UOP02-DEL04-RS
9749,PR,PONTA GROSSA,376,509.0,SPRF-PR,DEL03-PR,UOP04-DEL03-PR
9750,PI,MONSENHOR GIL,316,73.0,SPRF-PI,DEL01-PI,UOP02-DEL01-PI
9751,GO,MONTES CLAROS DE GOIAS,70,389.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
9752,MT,SINOP,163,874.0,SPRF-MT,DEL06-MT,UOP02-DEL06-MT
9753,PA,MARABA,230,123.0,SPRF-PA,DEL03-PA,UOP01-DEL03-PA
9754,RJ,CAMPOS DOS GOYTACAZES,101,79.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9755,RN,MACAIBA,304,293.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
9756,RO,VILHENA,364,83.0,SPRF-RO,DEL04-RO,UOP01-DEL04-RO
9757,RO,ARIQUEMES,364,518.0,SPRF-RO,DEL03-RO,UOP01-DEL03-RO
9758,AL,SANTANA DO IPANEMA,316,98.0,SPRF-AL,DEL03-AL,UOP02-DEL03-AL
9759,PR,MEDIANEIRA,277,677.0,SPRF-PR,DEL05-PR,UOP01-DEL05-PR
9760,GO,SANTA TEREZA DE GOIAS,153,107.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
9761,PR,PRUDENTOPOLIS,373,274.0,SPRF-PR,DEL08-PR,UOP01-DEL08-PR
9762,BA,PALMEIRAS,242,370.0,SPRF-BA,DEL06-BA,UOP01-DEL06-BA
9763,RJ,SAO JOAO DA BARRA,356,160.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9764,SP,ATIBAIA,381,37.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
9765,SC,PASSO DE TORRES,101,463.0,SPRF-RS,DEL03-RS,UOP02-DEL03-RS
9766,DF,BRASILIA,80,16.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
9767,GO,VILA PROPICIO,153,111.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
9768,PR,CERRO AZUL,476,67.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
9769,MS,ITAQUIRAI,163,82.0,SPRF-MS,DEL09-MS,UOP01-DEL09-MS
9770,CE,IBARETAMA,122,84.0,SPRF-CE,DEL03-CE,UOP01-DEL03-CE
9771,SC,ICARA,101,376.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
9772,SP,VARGEM,381,0.0,SPRF-SP,DEL03-SP,UOP02-DEL03-SP
9773,PI,TERESINA,343,338.0,SPRF-PI,DEL01-PI,UOP01-DEL01-PI
9774,AM,RIO PRETO DA EVA,174,936.0,SPRF-AM,DEL01-AM,UOP01-DEL01-AM
9775,PA,ALTAMIRA,230,1.0,SPRF-PA,DEL03-PA,UOP01-DEL03-PA
9776,SP,SAO PEDRO DO TURVO,153,299.0,SPRF-SP,DEL07-SP,UOP03-DEL07-SP
9777,SC,BIGUACU,101,191.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
9778,SC,ARAQUARI,101,57.0,SPRF-SC,DEL03-SC,UOP01-DEL03-SC
9779,PE,PETROLINA,428,165.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
9780,AL,RIO LARGO,104,86.0,SPRF-AL,DEL01-AL,UOP01-DEL01-AL
9781,MT,ITIQUIRA,163,13.0,SPRF-MT,DEL02-MT,UOP03-DEL02-MT
9782,RO,JI-PARANA,429,26.0,SPRF-RO,DEL02-RO,UOP03-DEL02-RO
9783,RS,PALMEIRA DAS MISSOES,158,91.0,SPRF-RS,DEL08-RS,UOP02-DEL08-RS
9784,MG,NOVA ERA,381,322.0,SPRF-MG,DEL03-MG,UOP02-DEL03-MG
9785,BA,ILHEUS,415,25.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
9786,AL,SANTANA DO IPANEMA,316,84.0,SPRF-AL,DEL03-AL,UOP02-DEL03-AL
9787,SC,MARAVILHA,282,606.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
9788,RO,PORTO VELHO,364,703.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
9789,PR,MARILANDIA DO SUL,376,268.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
9790,CE,ITAPAJE,222,120.0,SPRF-CE,DEL04-CE,UOP03-DEL04-CE
9791,MG,FRANCISCO SA,251,479.0,SPRF-MG,DEL12-MG,UOP01-DEL12-MG
9792,SE,AREIA BRANCA,235,28.0,SPRF-SE,DEL01-SE,UOP02-DEL01-SE
9793,BA,RIO REAL,101,12.0,SPRF-SE,DEL02-SE,UOP03-DEL02-SE
9794,PA,CAPANEMA,316,150.0,SPRF-PA,DEL01-PA,UOP03-DEL01-PA
9795,MT,COMODORO,174,501.0,SPRF-MT,DEL04-MT,UOP02-DEL04-MT
9796,DF,BRASILIA,251,50.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
9797,RJ,BELFORD ROXO,116,178.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
9798,ES,IBATIBA,262,162.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES
9799,MG,ITAGUARA,381,572.0,SPRF-MG,DEL04-MG,UOP03-DEL04-MG
9800,PB,CABEDELO,230,10.0,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
9801,PR,CAMPO LARGO,277,0.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
9802,MT,NOVA MUTUM,163,568.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
9803,PE,RIBEIRAO,101,145.0,SPRF-PE,DEL01-PE,UOP03-DEL01-PE
9804,MT,MATUPA,163,1042.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
9805,SC,CORUPA,280,88.0,SPRF-SC,DEL06-SC,UOP03-DEL06-SC
9806,RS,BAGE,153,641.0,SPRF-RS,DEL11-RS,UOP03-DEL11-RS
9807,PR,PALMEIRA,376,539.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
9808,GO,INDIARA,60,236.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
9809,PE,CAETES,423,109.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
9810,RS,BUTIA,290,174.0,SPRF-RS,DEL02-RS,UOP03-DEL02-RS
9811,SC,BALNEARIO CAMBORIU,101,129.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
9812,GO,CRISTALINA,40,94.0,SPRF-DF,DEL01-DF,UOP02-DEL01-DF
9813,RS,BAGE,293,0.0,SPRF-RS,DEL11-RS,UOP03-DEL11-RS
9814,MT,ALTO ARAGUAIA,364,15.0,SPRF-MT,DEL02-MT,UOP02-DEL02-MT
9815,RJ,ANGRA DOS REIS,101,485.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9816,BA,CONCEICAO DO JACUIPE,101,168.0,SPRF-BA,DEL11-BA,UOP02-DEL11-BA
9817,MT,JAURU,174,255.0,SPRF-MT,DEL04-MT,UOP01-DEL04-MT
9818,MG,UBERABA,50,131.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
9819,PR,TEIXEIRA SOARES,277,218.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
9820,RS,CARAZINHO,386,176.0,SPRF-RS,DEL08-RS,UOP01-DEL08-RS
9821,SC,SAO JOSE,101,212.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
9822,MG,BELO HORIZONTE,40,530.0,SPRF-MG,DEL01-MG,UOP02-DEL01-MG
9823,RJ,RIO DE JANEIRO,116,178.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
9824,PR,APUCARANA,369,208.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
9825,SC,XANXERE,282,506.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
9826,RN,MACAIBA,226,15.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
9827,PR,BALSA NOVA,277,137.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
9828,BA,CAPIM GROSSO,324,350.0,SPRF-BA,DEL04-BA,UOP02-DEL04-BA
9829,MT,PEDRA PRETA,364,161.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
9830,RS,SAO JOSE DAS MISSOES,386,103.0,SPRF-RS,DEL08-RS,UOP01-DEL08-RS
9831,MS,JARDIM,60,593.0,SPRF-MS,DEL05-MS,UOP01-DEL05-MS
9832,RS,PELOTAS,293,2.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
9833,BA,BARREIRAS,242,792.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
9834,MG,SABARA,381,431.0,SPRF-MG,DEL01-MG,UOP01-DEL01-MG
9835,TO,ARAGUAINA,153,141.0,SPRF-TO,DEL02-TO,UOP01-DEL02-TO
9836,RJ,TANGUA,101,279.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
9837,RJ,ANGRA DOS REIS,101,463.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9838,PB,CAJAZEIRAS,230,506.0,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
9839,RJ,ANGRA DOS REIS,101,495.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9840,MS,PONTA PORA,463,63.0,SPRF-MS,DEL04-MS,UOP03-DEL04-MS
9841,RJ,NITEROI,101,318.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
9842,SC,IBIRAMA,470,0.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
9843,PA,CASTANHAL,316,63.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
9844,PR,TIJUCAS DO SUL,376,644.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
9845,MG,SANTOS DUMONT,40,747.0,SPRF-MG,DEL05-MG,UOP01-DEL05-MG
9846,MG,NOVA SERRANA,262,440.0,SPRF-MG,DEL08-MG,UOP03-DEL08-MG
9847,PE,SAO CAITANO,232,0.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
9848,BA,SEABRA,242,414.0,SPRF-BA,DEL06-BA,UOP01-DEL06-BA
9849,PE,CABO DE SANTO AGOSTINHO,101,93.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
9850,PE,RIBEIRAO,101,146.0,SPRF-PE,DEL01-PE,UOP03-DEL01-PE
9851,RS,CAPAO DO LEAO,293,19.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
9852,TO,DUERE,153,643.0,SPRF-TO,DEL01-TO,UOP02-DEL01-TO
9853,SC,ARARANGUA,101,426.0,SPRF-SC,DEL02-SC,UOP02-DEL02-SC
9854,PR,CURITIBA,476,138.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9855,SP,SAO JOSE DOS CAMPOS,116,140.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
9856,PI,FLORIANO,230,307.0,SPRF-PI,DEL03-PI,UOP01-DEL03-PI
9857,BA,NOVA VICOSA,101,927.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
9858,SC,PONTE SERRADA,282,457.0,SPRF-SC,DEL07-SC,UOP04-DEL07-SC
9859,MG,CONSELHEIRO LAFAIETE,40,631.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
9860,RO,PIMENTA BUENO,364,191.0,SPRF-RO,DEL02-RO,UOP02-DEL02-RO
9861,SC,NOVA ITABERABA,282,553.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
9862,TO,FORTALEZA DO TABOCAO,153,363.0,SPRF-TO,DEL02-TO,UOP02-DEL02-TO
9863,BA,SAPEACU,101,228.0,SPRF-BA,DEL11-BA,UOP01-DEL11-BA
9864,GO,GOIANIA,0,0.0,SPRF-GO,DEL01-GO,UOP01-DEL01-GO
9865,BA,PORTO SEGURO,101,787.0,SPRF-BA,DEL09-BA,UOP01-DEL09-BA
9866,ES,CARIACICA,262,1.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES
9867,MG,SANTA VITORIA,365,812.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
9868,RS,PORTO ALEGRE,116,2.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
9869,SC,GARUVA,101,2.0,SPRF-SC,DEL03-SC,UOP01-DEL03-SC
9870,PI,PARNAIBA,402,34.0,SPRF-PI,DEL05-PI,UOP01-DEL05-PI
9871,RJ,CAMPOS DOS GOYTACAZES,356,149.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9872,RN,NATAL,101,100.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
9873,RS,GUAIBA,116,306.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
9874,GO,GOIANAPOLIS,153,0.0,SPRF-GO,DEL07-GO,UOP01-DEL07-GO
9875,AL,PALMEIRA DOS INDIOS,316,156.0,SPRF-AL,DEL03-AL,UOP01-DEL03-AL
9876,BA,SERRINHA,116,365.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
9877,GO,JATAI,364,240.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
9878,AC,TARAUACA,364,554.0,SPRF-AC,DEL01-AC,UOP03-DEL01-AC
9879,RS,SETE DE SETEMBRO,392,0.0,SPRF-RS,DEL10-RS,UOP01-DEL10-RS
9880,GO,SAO LUIZ DO NORTE,153,244.0,SPRF-GO,DEL07-GO,UOP02-DEL07-GO
9881,GO,VILA PROPICIO,80,100.0,SPRF-GO,DEL07-GO,UOP02-DEL07-GO
9882,RJ,SAO GONCALO,101,315.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
9883,PR,IRATI,153,335.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
9884,SC,LAGUNA,101,297.0,SPRF-SC,DEL02-SC,UOP03-DEL02-SC
9885,MG,ENGENHEIRO CALDAS,116,447.0,SPRF-MG,DEL06-MG,UOP02-DEL06-MG
9886,CE,SAO JOAO DO JAGUARIBE,116,219.0,SPRF-CE,DEL03-CE,UOP01-DEL03-CE
9887,CE,ARACATI,304,52.0,SPRF-CE,DEL03-CE,UOP02-DEL03-CE
9888,RS,SAO MARCOS,470,228.0,SPRF-RS,DEL06-RS,UOP01-DEL06-RS
9889,PI,ELESBAO VELOSO,316,165.0,SPRF-PI,DEL04-PI,UOP02-DEL04-PI
9890,SC,IBIRAMA,470,111.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
9891,MT,COMODORO,364,1241.0,SPRF-MT,DEL04-MT,UOP02-DEL04-MT
9892,RJ,CAMPOS DOS GOYTACAZES,101,72.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9893,MA,TIMON,316,619.0,SPRF-MA,DEL03-MA,UOP02-DEL03-MA
9894,RJ,GUAPIMIRIM,116,98.0,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ
9895,RJ,ITAPERUNA,356,63.0,SPRF-RJ,DEL08-RJ,UOP03-DEL08-RJ
9896,DF,BRASILIA,20,24.0,SPRF-DF,DEL02-DF,UOP01-DEL02-DF
9897,GO,ABADIANIA,60,54.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
9898,RS,SOLEDADE,386,248.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
9899,PA,DOM ELISEU,10,18.0,SPRF-PA,DEL02-PA,UOP02-DEL02-PA
9900,RO,PIMENTA BUENO,364,179.0,SPRF-RO,DEL02-RO,UOP02-DEL02-RO
9901,PR,ORTIGUEIRA,376,355.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
9902,PE,PESQUEIRA,232,222.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
9903,SP,PINDAMONHANGABA,116,99.0,SPRF-SP,DEL08-SP,UOP01-DEL08-SP
9904,AL,PILAR,316,256.0,SPRF-AL,DEL02-AL,UOP01-DEL02-AL
9905,GO,PIRACANJUBA,153,551.0,SPRF-GO,DEL01-GO,UOP03-DEL01-GO
9906,BA,SALVADOR,324,626.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
9907,MA,NOVA OLINDA DO MARANHAO,316,129.0,SPRF-MA,DEL02-MA,UOP02-DEL02-MA
9908,PR,FOZ DO IGUACU,277,721.0,SPRF-PR,DEL05-PR,UOP03-DEL05-PR
9909,PE,ARCOVERDE,232,255.0,SPRF-PE,DEL04-PE,UOP02-DEL04-PE
9910,MG,JUIZ DE FORA,40,783.0,SPRF-MG,DEL05-MG,UOP01-DEL05-MG
9911,RJ,ANGRA DOS REIS,101,517.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
9912,PE,RECIFE,101,57.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
9913,RS,URUGUAIANA,290,718.0,SPRF-RS,DEL13-RS,UOP01-DEL13-RS
9914,PA,ALTAMIRA,163,132.0,SPRF-MT,DEL06-MT,UOP03-DEL06-MT
9915,PE,SALGUEIRO,116,30.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
9916,MT,RONDONOPOLIS,364,234.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
9917,ES,SOORETAMA,101,109.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
9918,PA,CASTANHAL,316,60.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
9919,RJ,CONCEICAO DE MACABU,101,126.0,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ
9920,SC,CHAPECO,480,125.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
9921,MS,PEDRO GOMES,163,786.0,SPRF-MS,DEL06-MS,UOP01-DEL06-MS
9922,PR,LAPA,476,187.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
9923,MA,BARAO DE GRAJAU,230,0.0,SPRF-PI,DEL03-PI,UOP01-DEL03-PI
9924,SC,PESCARIA BRAVA,101,317.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
9925,MG,UBERABA,262,823.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
9926,MT,CUIABA,70,0.0,SPRF-MT,DEL01-MT,UOP02-DEL01-MT
9927,CE,FORQUILHA,222,209.0,SPRF-CE,DEL04-CE,UOP01-DEL04-CE
9928,PR,CURITIBA,116,124.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
9929,PE,PAULISTA,101,54.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
9930,MG,ITAMBACURI,116,297.0,SPRF-MG,DEL11-MG,UOP01-DEL11-MG
9931,MG,POUSO ALEGRE,381,867.0,SPRF-MG,DEL16-MG,UOP01-DEL16-MG
9932,MG,UBERLANDIA,50,66.0,SPRF-MG,DEL15-MG,UOP02-DEL15-MG
9933,RJ,SAO JOAO DA BARRA,356,158.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
9934,SC,JOACABA,282,397.0,SPRF-SC,DEL07-SC,UOP05-DEL07-SC
9935,SC,ICARA,101,382.0,SPRF-SC,DEL02-SC,UOP02-DEL02-SC
9936,MS,CAMPO GRANDE,163,496.0,SPRF-MS,DEL01-MS,UOP02-DEL01-MS
9937,PB,BARRA DE SANTANA,104,158.0,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
9938,RJ,SAO GONCALO,101,299.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
9939,PR,TIJUCAS DO SUL,376,647.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
9940,PR,TERRA ROXA,272,551.0,SPRF-PR,DEL06-PR,UOP01-DEL06-PR
9941,PE,SAO CAITANO,232,140.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
9942,BA,ITABERABA,242,235.0,SPRF-BA,DEL06-BA,UOP02-DEL06-BA
9943,TO,COLINAS DO TOCANTINS,153,210.0,SPRF-TO,DEL02-TO,UOP01-DEL02-TO
9944,GO,JANDAIA,60,269.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
9945,MA,CAXIAS,316,515.0,SPRF-MA,DEL03-MA,UOP02-DEL03-MA
9946,SC,PONTE SERRADA,282,450.0,SPRF-SC,DEL07-SC,UOP04-DEL07-SC
9947,SP,REGISTRO,116,433.0,SPRF-SP,DEL05-SP,UOP01-DEL05-SP
9948,RJ,TANGUA,101,280.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
